2026-04-02 02:52:30;2026-04-02 09:52:30;3;3369;3325;44;OK;OK;5.27
2026-04-02 02:52:35;2026-04-02 09:52:35;3;3371;3327;44;OK;OK;5.41
2026-04-02 02:52:40;2026-04-02 09:52:40;3;3373;3329;44;OK;OK;4.63
2026-04-02 02:52:46;2026-04-02 09:52:46;3;3375;3331;44;OK;OK;5.36
2026-04-02 02:52:52;2026-04-02 09:52:52;3;3377;3333;44;OK;OK;5.18
2026-04-02 02:52:57;2026-04-02 09:52:57;3;3379;3335;44;OK;OK;4.00
2026-04-02 02:53:02;2026-04-02 09:53:02;3;3381;3337;44;OK;OK;4.58
2026-04-02 02:53:08;2026-04-02 09:53:08;3;3383;3339;44;OK;OK;5.36
2026-04-02 02:53:13;2026-04-02 09:53:13;3;3385;3341;44;OK;OK;5.09
2026-04-02 04:09:46;2026-04-02 11:09:46;3;4704;4628;76;NG;OK;0.00
2026-04-02 04:09:55;2026-04-02 11:09:55;3;4706;4630;76;OK;OK;0.00
2026-04-02 04:10:00;2026-04-02 11:10:00;3;4708;4632;76;OK;OK;4.73
2026-04-02 04:10:06;2026-04-02 11:10:06;3;4710;4634;76;OK;OK;5.25
2026-04-02 04:10:12;2026-04-02 11:10:12;3;4712;4636;76;OK;OK;5.37
2026-04-02 04:10:16;2026-04-02 11:10:16;3;4714;4638;76;OK;OK;5.44
2026-04-02 04:10:22;2026-04-02 11:10:22;3;4716;4640;76;OK;OK;4.68
2026-04-02 04:10:27;2026-04-02 11:10:27;3;4718;4642;76;OK;OK;5.43
2026-04-02 04:10:33;2026-04-02 11:10:33;3;4720;4644;76;OK;OK;5.14
2026-04-02 04:10:39;2026-04-02 11:10:39;3;4722;4646;76;OK;OK;5.45
2026-04-02 04:10:43;2026-04-02 11:10:43;3;4724;4648;76;OK;OK;4.46
2026-04-02 04:10:49;2026-04-02 11:10:49;3;4726;4650;76;OK;OK;5.44
2026-04-02 04:10:54;2026-04-02 11:10:54;3;4728;4652;76;OK;OK;4.90
2026-04-02 04:11:00;2026-04-02 11:11:00;3;4730;4654;76;OK;OK;5.45
2026-04-02 04:11:06;2026-04-02 11:11:06;3;4732;4656;76;OK;OK;5.38
2026-04-02 04:11:10;2026-04-02 11:11:10;3;4734;4658;76;OK;OK;5.42
2026-04-02 04:11:16;2026-04-02 11:11:16;3;4736;4660;76;OK;OK;4.69
2026-04-02 04:11:21;2026-04-02 11:11:21;3;4738;4662;76;OK;OK;5.42
2026-04-02 04:11:27;2026-04-02 11:11:27;3;4740;4664;76;OK;OK;5.18
2026-04-02 04:11:33;2026-04-02 11:11:33;3;4742;4666;76;OK;OK;5.44
2026-04-02 04:11:37;2026-04-02 11:11:37;3;4744;4668;76;OK;OK;4.48
2026-04-02 04:11:43;2026-04-02 11:11:43;3;4746;4670;76;OK;OK;5.41
2026-04-02 04:11:48;2026-04-02 11:11:48;3;4748;4672;76;OK;OK;4.96
2026-04-02 04:11:54;2026-04-02 11:11:54;3;4750;4674;76;OK;OK;5.45
